first_pokemon;second_pokemon;winner
Torchic;Vigoroth;Vigoroth
Pupitar;Froakie;Froakie
Cobalion;Swampert;Cobalion
Frost Rotom;Florges;Frost Rotom
Pineco;Conkeldurr;Conkeldurr
Porygon2;Pawniard;Pawniard
Mega Pidgeot;Slurpuff;Mega Pidgeot
Feebas;Sylveon;Sylveon
Diglett;Miltank;Miltank
Castform;Pachirisu;Pachirisu
Gourgeist Small Size;Chatot;Chatot
Moltres;Lillipup;Moltres
Swellow;Mega Heracross;Swellow
Kakuna;Gourgeist Average Size;Gourgeist Average Size
Groudon;Aerodactyl;Aerodactyl
Florges;Swadloon;Florges
Shelmet;Banette;Banette
Pyroar;Munna;Pyroar
Sentret;Spoink;Spoink
Lucario;Stunky;Lucario
Watchog;Wormadam Sandy Cloak;Watchog
Liepard;Bidoof;Liepard
Probopass;Cofagrigus;Probopass
Sawk;Duskull;Duskull
Gastly;Mega Latios;Mega Latios
Bidoof;Pansear;Pansear
Druddigon;Florges;Florges
Marowak;Blaziken;Blaziken
Mega Houndoom;Turtwig;Mega Houndoom
Tirtouga;Emboar;Emboar
Magnemite;Flareon;Flareon
Heliolisk;Mega Rayquaza;Mega Rayquaza
Genesect;Wormadam Trash Cloak;Genesect
Mega Tyranitar;Ledyba;Mega Tyranitar
Pyroar;Tyranitar;Tyranitar
Durant;Beheeyem;Durant
Deoxys Speed Forme;Regirock;Deoxys Speed Forme
Bulbasaur;Emolga;Emolga
Diggersby;Combee;Combee
Kakuna;Dusknoir;Dusknoir
Garbodor;Vullaby;Garbodor
Pupitar;Beartic;Pupitar
Seel;Bulbasaur;Bulbasaur
Tranquill;Liepard;Liepard
Sigilyph;Giratina Altered Forme;Sigilyph
Eelektrik;Mega Diancie;Mega Diancie
Totodile;Spewpa;Totodile
Pidgey;Castform;Castform
Onix;Froakie;Froakie
Vespiquen;Smeargle;Vespiquen
Sigilyph;Charmander;Sigilyph
Cleffa;Teddiursa;Teddiursa
Seaking;Munna;Seaking
Chimecho;Meloetta Pirouette Forme;Meloetta Pirouette Forme
Whismur;Electrike;Electrike
Bunnelby;Shellder;Bunnelby
Bisharp;Spinda;Bisharp
Herdier;Piplup;Herdier
Swanna;Gulpin;Swanna
Krokorok;Charmander;Krokorok
Mismagius;Clawitzer;Mismagius
Vanilluxe;Ducklett;Vanilluxe
Raticate;Electrode;Electrode
Charizard;Tropius;Charizard
Tangrowth;Doduo;Doduo
Vullaby;Darkrai;Darkrai
Goldeen;Binacle;Goldeen
Mega Beedrill;Grumpig;Mega Beedrill
Meloetta Pirouette Forme;Raichu;Meloetta Pirouette Forme
Lunatone;Frillish;Lunatone
Nidoran♂;Zekrom;Zekrom
Ho-oh;Litleo;Ho-oh
Giratina Altered Forme;Skuntank;Giratina Altered Forme
Mega Scizor;Tranquill;Mega Scizor
Kyurem;Ralts;Kyurem
Bidoof;Porygon-Z;Porygon-Z
Cobalion;Meowstic Male;Cobalion
Aerodactyl;Hitmontop;Aerodactyl
Phanpy;Gengar;Gengar
Pidgeotto;Loudred;Pidgeotto
Zangoose;Serperior;Serperior
Tyrantrum;Kecleon;Tyrantrum
Cobalion;Lileep;Cobalion
Barboach;Tepig;Barboach
Swampert;Leafeon;Leafeon
Numel;Houndour;Houndour
Croagunk;Mega Steelix;Mega Steelix
Rotom;Patrat;Patrat
Sunflora;Klefki;Klefki
Frogadier;Jirachi;Jirachi
Carbink;Meditite;Meditite
Luvdisc;Pyroar;Pyroar
Froslass;Wailord;Wailord
Shaymin Sky Forme;Latias;Shaymin Sky Forme
Unown;Nidoran♂;Nidoran♂
Doublade;Huntail;Huntail
Skrelp;Onix;Onix
Mudkip;Zygarde Half Forme;Zygarde Half Forme
Dodrio;Cacnea;Dodrio
Pumpkaboo Super Size;Camerupt;Pumpkaboo Super Size
Talonflame;Silcoon;Talonflame
Miltank;Primal Kyogre;Miltank
Mareep;Torkoal;Mareep
Cacnea;Fearow;Fearow
Emboar;Latios;Latios
Cubchoo;Woobat;Woobat
Serperior;Sneasel;Sneasel
Aron;Swinub;Swinub
Alakazam;Hitmonlee;Alakazam
Growlithe;Stunfisk;Growlithe
Parasect;Furret;Furret
Volcanion;Houndoom;Houndoom
Manectric;Rhydon;Rhydon
Pumpkaboo Average Size;Mega Charizard X;Mega Charizard X
Amaura;Torkoal;Amaura
Phione;Carracosta;Phione
Shinx;Cresselia;Cresselia
Seismitoad;Nidorino;Seismitoad
Weepinbell;Noctowl;Noctowl
Sigilyph;Simisage;Simisage
Basculin;Corsola;Basculin
Rampardos;Numel;Rampardos
Celebi;Hypno;Celebi
Clauncher;Palpitoad;Palpitoad
Rhydon;Roggenrola;Rhydon
Dragonair;Thundurus Incarnate Forme;Thundurus Incarnate Forme
Prinplup;Galvantula;Galvantula
Gyarados;Slugma;Gyarados
Mega Absol;Krookodile;Mega Absol
Diancie;Venipede;Venipede
Mega Swampert;Machop;Mega Swampert
Gourgeist Small Size;Greninja;Greninja
Horsea;Mega Audino;Horsea
Lopunny;Gallade;Lopunny
Sawsbuck;Larvesta;Sawsbuck
Braixen;Golett;Golett
Glaceon;Throh;Glaceon
Sableye;Poochyena;Poochyena
Qwilfish;Croagunk;Qwilfish
Cacnea;Torchic;Torchic
Mienfoo;Avalugg;Mienfoo
Porygon;Lampent;Lampent
Swirlix;Sneasel;Sneasel
Rattata;Bulbasaur;Rattata
Meditite;Azelf;Azelf
Bellsprout;Tyrogue;Bellsprout
Watchog;Mega Venusaur;Mega Venusaur
Chingling;Nosepass;Chingling
Mega Scizor;Furfrou;Furfrou
Graveler;Geodude;Graveler
Sunkern;Bidoof;Bidoof
Clauncher;Lucario;Lucario
Minun;Machop;Minun
Mismagius;Deoxys Defense Forme;Mismagius
Vanilluxe;Quagsire;Vanilluxe
Litwick;Palkia;Palkia
Binacle;Articuno;Articuno
Sawsbuck;Zangoose;Sawsbuck
Rampardos;Nincada;Rampardos
Landorus Incarnate Forme;Phione;Landorus Incarnate Forme
Gogoat;Honedge;Honedge
Camerupt;Lugia;Lugia
Metapod;Mega Mawile;Mega Mawile
Tentacool;Ducklett;Tentacool
Lilligant;Leavanny;Leavanny
Purugly;Hitmonlee;Purugly
Camerupt;Azelf;Azelf
Mega Gyarados;Piloswine;Mega Gyarados
Mudkip;Flareon;Flareon
Bibarel;Lickilicky;Bibarel
Golett;Breloom;Golett
Venonat;Leafeon;Leafeon
Bronzor;Klinklang;Klinklang
Jirachi;Kricketot;Jirachi
Zigzagoon;Wurmple;Zigzagoon
Kakuna;Sceptile;Sceptile
Alakazam;Zapdos;Alakazam
Lanturn;Zekrom;Zekrom
Weavile;Numel;Weavile
Shaymin Land Forme;Ludicolo;Shaymin Land Forme
Gliscor;Tepig;Gliscor
Klefki;Mega Mewtwo Y;Mega Mewtwo Y
Flareon;Shroomish;Flareon
Deoxys Defense Forme;Beautifly;Deoxys Defense Forme
  Scolipede  ;Mega Houndoom;Mega Houndoom
Vileplume;Quagsire;Vileplume
Kingler;Regice;Kingler
Blissey;Regice;Blissey
Torkoal;Walrein;Walrein
Aurorus;Shroomish;Aurorus
Slugma;Archeops;Archeops
Lapras;Amoonguss;Lapras
Murkrow;Tentacool;Murkrow
Flareon;Patrat;Flareon
Swoobat;Rhydon;Rhydon
Simipour;Voltorb;Simipour
Rattata;Abomasnow;Rattata
Scrafty;Feraligatr;Feraligatr
Darumaka;Vaporeon;Vaporeon
Forretress;Natu;Forretress
Seel;Unown;Unown
Archeops;Wailord;Archeops
Vanilluxe;Shaymin Land Forme;Shaymin Land Forme
Nidoqueen;Totodile;Nidoqueen
Wooper;Pangoro;Pangoro
Alomomola;Pignite;Alomomola
Panpour;Swirlix;Panpour
Octillery;Virizion;Virizion
Staryu;Electrode;Electrode
Cranidos;63;63
Mega Aggron;Marill;Mega Aggron
Igglybuff;Darkrai;Darkrai
Heat Rotom;Smoochum;Heat Rotom
Metagross;Lotad;Metagross
Ludicolo;Cacnea;Ludicolo
Misdreavus;Articuno;Articuno
Crawdaunt;Riolu;Riolu
Absol;Mega Manectric;Mega Manectric
Scatterbug;Fan Rotom;Fan Rotom
Sharpedo;Rufflet;Sharpedo
Electivire;Zapdos;Zapdos
Zoroark;Ledian;Zoroark
Shellder;Cacturne;Cacturne
Bergmite;Houndour;Houndour
Cleffa;Mareep;Mareep
Swalot;Mega Blaziken;Mega Blaziken
Medicham;Exeggutor;Medicham
Cryogonal;Plusle;Cryogonal
Yanma;Pignite;Yanma
Caterpie;Oddish;Caterpie
Goodra;Aurorus;Goodra
Carnivine;Natu;Natu
Weedle;Shuppet;Weedle
Sunkern;Glameow;Glameow
Seismitoad;Suicune;Suicune
Hydreigon;Raichu;Raichu
Cleffa;Greninja;Greninja
Magnemite;Lunatone;Lunatone
Pidgey;Kangaskhan;Kangaskhan
Geodude;Gurdurr;Gurdurr
Mega Blaziken;Drapion;Mega Blaziken
Mega Salamence;Sawk;Mega Salamence
Thundurus Incarnate Forme;Zekrom;Thundurus Incarnate Forme
Tyrantrum;Seviper;Tyrantrum
Mienfoo;Nidoran♀;Mienfoo
Rayquaza;Hippopotas;Rayquaza
Kadabra;Sceptile;Sceptile
Smoochum;Electrike;Electrike
Togetic;Latias;Togetic
Spinda;Zweilous;Spinda
Hoppip;Aurorus;Aurorus
Milotic;Gligar;Gligar
Primal Groudon;Jolteon;Primal Groudon
Eelektrik;Zoroark;Zoroark
Swellow;Growlithe;Swellow
Hawlucha;Bonsly;Hawlucha
Sandile;Scraggy;Sandile
Lapras;Octillery;Lapras
Conkeldurr;Glaceon;Glaceon
Frillish;Corsola;Frillish
Hoothoot;Cloyster;Cloyster
Bagon;Nidorino;Nidorino
Mega Gengar;Feraligatr;Mega Gengar
Gligar;Kakuna;Gligar
Delphox;Throh;Delphox
Mienfoo;Pansage;Mienfoo
Numel;Lickitung;Numel
Slaking;Muk;Slaking
Pichu;Lugia;Lugia
Phantump;Drifloon;Drifloon
Aipom;Sceptile;Sceptile
Conkeldurr;Mega Medicham;Mega Medicham
Mega Camerupt;Pansear;Mega Camerupt
Leavanny;Empoleon;Leavanny
Gothorita;Oshawott;Gothorita
Doublade;Weedle;Doublade
Mow Rotom;Tyrunt;Mow Rotom
Dunsparce;Heat Rotom;Heat Rotom
Fennekin;Masquerain;Masquerain
Staryu;Oshawott;Staryu
Flabébé;Swanna;Swanna
Venipede;Wormadam Sandy Cloak;Wormadam Sandy Cloak
Galvantula;Hoothoot;Galvantula
Chingling;Wingull;Wingull
Whismur;Houndour;Houndour
Gastrodon;Sylveon;Sylveon
Ralts;Registeel;Registeel
Skarmory;Shelgon;Skarmory
Tyranitar;Vigoroth;Vigoroth
Venusaur;Whimsicott;Whimsicott
Exeggcute;Tyrogue;Exeggcute
Ninetales;Mesprit;Ninetales
Avalugg;Zebstrika;Zebstrika
Bastiodon;Gloom;Gloom
Raichu;Mega Swampert;Raichu
Magmortar;Voltorb;Voltorb
Oshawott;Rampardos;Rampardos
Cryogonal;DeoxysAttack Forme;DeoxysAttack Forme
Pupitar;Cubone;Pupitar
Pignite;Tornadus Incarnate Forme;Tornadus Incarnate Forme
Gothitelle;Misdreavus;Misdreavus
Cofagrigus;Cottonee;Cottonee
Mega Aggron;Hoopa Unbound;Hoopa Unbound
Dunsparce;Drifblim;Drifblim
Goodra;Wailord;Goodra
Goodra;Tornadus Therian Forme;Tornadus Therian Forme
Prinplup;Vigoroth;Vigoroth
Lilligant;Registeel;Lilligant
Metapod;Starmie;Starmie
Charizard;Mawile;Charizard
Qwilfish;Crustle;Qwilfish
Mega Diancie;Crawdaunt;Mega Diancie
Volbeat;Minccino;Volbeat
Bunnelby;  Scolipede  ;  Scolipede  
Lotad;Mega Manectric;Mega Manectric
Blissey;Cherubi;Blissey
Giratina Origin Forme;Gabite;Giratina Origin Forme
Bergmite;Kyurem Black Kyurem;Kyurem Black Kyurem
Reshiram;Wormadam Plant Cloak;Reshiram
Prinplup;Volcanion;Volcanion
Aerodactyl;Tynamo;Aerodactyl
Dialga;Hydreigon;Hydreigon
Liepard;Dragonite;Liepard
Simisage;Mega Pinsir;Mega Pinsir
Porygon;Drilbur;Drilbur
Pansear;Shellder;Pansear
Riolu;Porygon;Riolu
Loudred;Glameow;Glameow
Carvanha;Typhlosion;Typhlosion
Spoink;Beldum;Spoink
Joltik;Darmanitan Standard Mode;Darmanitan Standard Mode
Keldeo Ordinary Forme;Zoroark;Keldeo Ordinary Forme
Poliwhirl;Celebi;Celebi
Milotic;Snorunt;Milotic
Fletchinder;Luvdisc;Luvdisc
Arbok;Sunflora;Arbok
Kirlia;Snubbull;Kirlia
Qwilfish;Arbok;Qwilfish
Mudkip;Weavile;Weavile
Darkrai;Rotom;Rotom
Happiny;Sneasel;Sneasel
Froakie;Anorith;Anorith
Croconaw;Mega Sceptile;Mega Sceptile
Serperior;Malamar;Serperior
Starly;Meowth;Meowth
DeoxysAttack Forme;Staryu;DeoxysAttack Forme
Delphox;Spinarak;Delphox
Goldeen;Timburr;Goldeen
Solrock;Regirock;Solrock
Ledian;Wormadam Sandy Cloak;Ledian
Feraligatr;Mothim;Feraligatr
Manectric;Pawniard;Manectric
Noctowl;Virizion;Virizion
Misdreavus;Taillow;Taillow
Grumpig;Karrablast;Grumpig
Jirachi;Mega Mawile;Jirachi
Chespin;Beheeyem;Beheeyem
Wormadam Sandy Cloak;Tranquill;Tranquill
Binacle;Rapidash;Rapidash
Beartic;Magmortar;Magmortar
Froakie;Nidorino;Froakie
Togetic;Blaziken;Blaziken
Drifblim;Wingull;Wingull
Omanyte;Honedge;Omanyte
Chandelure;Trubbish;Chandelure
Starmie;Machoke;Starmie
Gourgeist Average Size;Regigigas;Regigigas
Beldum;Kricketot;Beldum
Galvantula;Mega Medicham;Galvantula
Swadloon;Drapion;Drapion
Sceptile;Klinklang;Sceptile
Furfrou;Mega Garchomp;Furfrou
Starmie;Basculin;Starmie
Durant;Mega Abomasnow;Durant
Frost Rotom;Sudowoodo;Frost Rotom
Garchomp;Blitzle;Garchomp
Tynamo;Ninjask;Ninjask
Rayquaza;Dwebble;Rayquaza
Thundurus Incarnate Forme;Mega Gallade;Thundurus Incarnate Forme
Furret;Mantine;Furret
Zangoose;Garchomp;Garchomp
Flareon;Primal Kyogre;Primal Kyogre
Sigilyph;Hoopa Unbound;Sigilyph
Serperior;Simisage;Serperior
Kingdra;Articuno;Articuno
Dunsparce;Aerodactyl;Aerodactyl
Joltik;Regirock;Joltik
Zapdos;Mesprit;Zapdos
Marowak;Tyrantrum;Tyrantrum
Carracosta;Hoothoot;Carracosta
Volcarona;Doublade;Doublade
Girafarig;Vigoroth;Vigoroth
Bronzong;Primal Groudon;Primal Groudon
Grimer;Venipede;Grimer
Kyogre;Venonat;Kyogre
Infernape;Primal Groudon;Infernape
Yanma;Ludicolo;Yanma
Mega Houndoom;Gigalith;Gigalith
Floette;Rayquaza;Floette
Kricketune;Furret;Furret
Vanilluxe;Donphan;Vanilluxe
Tympole;Spinda;Tympole
Tyrogue;Togekiss;Togekiss
Mega Blaziken;Bayleef;Mega Blaziken
Shelmet;Slaking;Slaking
Yanmega;Wailord;Yanmega
Conkeldurr;Yanma;Yanma
Bastiodon;Sunkern;Sunkern
Mega Abomasnow;Diggersby;Mega Abomasnow
Helioptile;Reuniclus;Reuniclus
Darumaka;Wooper;Darumaka
Machoke;Sawk;Sawk
Mega Lopunny;Ponyta;Mega Lopunny
Greninja;Beldum;Greninja
Mega Glalie;Sewaddle;Mega Glalie
Zangoose;Voltorb;Voltorb
Spritzee;Rotom;Rotom
Blitzle;Swalot;Blitzle
Slugma;Carnivine;Carnivine
Landorus Therian Forme;Burmy;Landorus Therian Forme
Kangaskhan;Shedinja;Shedinja
Drowzee;Woobat;Woobat
Mega Aerodactyl;Lilligant;Mega Aerodactyl
Swanna;Aurorus;Swanna
Azumarill;Dedenne;Dedenne
Timburr;Gourgeist Super Size;Gourgeist Super Size
Mega Audino;Machop;Mega Audino
Spinda;Sunkern;Spinda
Zapdos;Espeon;Espeon
Seedot;Corphish;Corphish
Amaura;Paras;Amaura
Volbeat;Kyurem Black Kyurem;Kyurem Black Kyurem
Hippowdon;Ivysaur;Ivysaur
Carvanha;Arcanine;Arcanine
Sewaddle;Piloswine;Piloswine
Heracross;Simisage;Simisage
Kakuna;Celebi;Celebi
Hippopotas;Aurorus;Aurorus
Krookodile;Sylveon;Krookodile
Drowzee;Leafeon;Leafeon
Hoopa Confined;Mantyke;Hoopa Confined
Goomy;Ferrothorn;Goomy
Roggenrola;Caterpie;Roggenrola
Xerneas;Boldore;Xerneas
Buizel;Hitmontop;Buizel
Accelgor;Sawsbuck;Accelgor
Vanillish;Drifloon;Drifloon
Fraxure;Remoraid;Fraxure
Spritzee;Liepard;Liepard
Chansey;Squirtle;Chansey
Slugma;Gabite;Gabite
Shroomish;Mega Blaziken;Mega Blaziken
Loudred;Magnezone;Magnezone
Galvantula;Beautifly;Galvantula
Smoochum;Kingdra;Kingdra
Hoopa Unbound;Swalot;Hoopa Unbound
Frogadier;Mega Heracross;Frogadier
Exeggcute;Altaria;Altaria
Parasect;Mega Blastoise;Mega Blastoise
Gloom;Butterfree;Butterfree
Lickilicky;Arbok;Arbok
Musharna;Weepinbell;Weepinbell
Shelgon;Haunter;Haunter
Shelmet;Crawdaunt;Crawdaunt
Igglybuff;Hoothoot;Hoothoot
Stantler;Houndour;Stantler
Numel;Zebstrika;Zebstrika
Cobalion;Goomy;Cobalion
Gogoat;Mega Sceptile;Mega Sceptile
Regirock;Alomomola;Alomomola
Litleo;Terrakion;Terrakion
Gothorita;Primal Kyogre;Primal Kyogre
Mega Sceptile;Murkrow;Mega Sceptile
Mega Camerupt;Gourgeist Average Size;Gourgeist Average Size
Cascoon;Gyarados;Gyarados
Natu;Oshawott;Natu
Escavalier;Tyranitar;Tyranitar
Pelipper;Chikorita;Pelipper
Suicune;Delphox;Delphox
Dodrio;Trapinch;Dodrio
Ninjask;Cobalion;Ninjask
Riolu;Shellder;Riolu
Marshtomp;Plusle;Plusle
Aipom;Nidoran♂;Aipom
Misdreavus;Swadloon;Misdreavus
Milotic;Granbull;Milotic
Donphan;Torchic;Donphan
Weezing;Shellos;Weezing
Meloetta Pirouette Forme;Frost Rotom;Meloetta Pirouette Forme
Aegislash Shield Forme;Magcargo;Aegislash Shield Forme
Cleffa;Sudowoodo;Sudowoodo
Milotic;Lickitung;Milotic
Heatran;Mega Diancie;Mega Diancie
Magcargo;Beartic;Beartic
Bunnelby;Cacturne;Bunnelby
Lillipup;Tympole;Tympole
Braixen;Dodrio;Dodrio
Mega Diancie;Bulbasaur;Mega Diancie
Pikachu;Stunfisk;Stunfisk
Mawile;Venomoth;Venomoth
Feebas;Jumpluff;Jumpluff
  Grotle  ;Tyrogue;  Grotle  
Wynaut;Bunnelby;Bunnelby
Alakazam;Mewtwo;Mewtwo
Accelgor;Banette;Accelgor
Qwilfish;Doublade;Qwilfish
Fan Rotom;Kingler;Fan Rotom
Mega Aerodactyl;Suicune;Mega Aerodactyl
Thundurus Therian Forme;Shedinja;Thundurus Therian Forme
Zigzagoon;Darumaka;Zigzagoon
Steelix;Bibarel;Bibarel
Vanillite;Wash Rotom;Wash Rotom
Mesprit;Ho-oh;Ho-oh
Scizor;Pancham;Scizor
Meloetta Pirouette Forme;Aron;Meloetta Pirouette Forme
Electrike;Ponyta;Ponyta
Watchog;  Scolipede  ;  Scolipede  
Dragonair;Bunnelby;Dragonair
Mega Heracross;Kirlia;Mega Heracross
Finneon;Manaphy;Manaphy
Noctowl;Delcatty;Delcatty
Magmortar;Liepard;Liepard
Feraligatr;Audino;Feraligatr
Conkeldurr;Exploud;Exploud
Klink;Tropius;Tropius
Poliwhirl;Pumpkaboo Average Size;Poliwhirl
Cinccino;Jumpluff;Cinccino
Fletchinder;Sharpedo;Sharpedo
Swampert;Hitmonlee;Hitmonlee
Kricketune;Sunkern;Kricketune
Mega Salamence;Seviper;Mega Salamence
Glalie;Beartic;Glalie
Dwebble;Pupitar;Dwebble
Hippopotas;Flabébé;Flabébé
Hydreigon;Kyogre;Hydreigon
Dugtrio;Donphan;Dugtrio
Forretress;Dusknoir;Dusknoir
Tyrogue;Exploud;Exploud
Gothitelle;Steelix;Gothitelle
Braviary;Seadra;Seadra
Gothorita;Cresselia;Cresselia
Quagsire;Barbaracle;Barbaracle
Tropius;Barboach;Barboach
Chingling;Buneary;Buneary
Meowstic Male;Beautifly;Meowstic Male
Makuhita;Froslass;Froslass
Golduck;Forretress;Golduck
Croagunk;Noctowl;Noctowl
Metapod;Darumaka;Darumaka
Nidoqueen;Typhlosion;Typhlosion
Lileep;Yanmega;Yanmega
Mega Tyranitar;Spiritomb;Mega Tyranitar
Umbreon;Politoed;Politoed
Helioptile;Xerneas;Xerneas
Steelix;Cranidos;Cranidos
Makuhita;Meowstic Male;Meowstic Male
Genesect;Escavalier;Genesect
Teddiursa;Fraxure;Fraxure
Magnemite;Leavanny;Leavanny
Volcanion;Fraxure;Volcanion
Cinccino;Marowak;Cinccino
Vanillish;Lotad;Vanillish
Spritzee;Wormadam Plant Cloak;Wormadam Plant Cloak
Poochyena;Happiny;Poochyena
Tympole;Mawile;Tympole
Cacnea;Skarmory;Skarmory
Magnezone;Diggersby;Diggersby
Spewpa;Mega Absol;Mega Absol
Pansear;Burmy;Pansear
Tornadus Incarnate Forme;Braviary;Tornadus Incarnate Forme
Spritzee;Jynx;Jynx
Tranquill;Parasect;Tranquill
Lumineon;Murkrow;Murkrow
Zoroark;Lickitung;Zoroark
Chatot;Bibarel;Chatot
Corphish;Fraxure;Fraxure
Mawile;Kyogre;Kyogre
Makuhita;Mega Mewtwo Y;Mega Mewtwo Y
Armaldo;Mawile;Mawile
Greninja;Ferroseed;Greninja
Togepi;Wobbuffet;Wobbuffet
Mega Sharpedo;Mamoswine;Mega Sharpedo
Golurk;Nidoran♂;Nidoran♂
Wash Rotom;Mega Mawile;Wash Rotom
Crawdaunt;Floatzel;Floatzel
Rhydon;Skiddo;Skiddo
Mantine;Tympole;Mantine
Vibrava;Dusclops;Vibrava
Marowak;Nidorino;Nidorino
Cranidos;Rotom;Rotom
Mareep;Lapras;Lapras
Seedot;Mudkip;Mudkip
Salamence;Emolga;Emolga
Mewtwo;Shellos;Mewtwo
Ambipom;Slurpuff;Ambipom
Lotad;Kingdra;Kingdra
Mega Blaziken;Sealeo;Mega Blaziken
Bellossom;Shiftry;Shiftry
Helioptile;Mantine;Mantine
Entei;Spheal;Entei
Latios;Tauros;Tauros
Yanma;  Scolipede  ;  Scolipede  
Kyurem;Pidgeot;Pidgeot
Weepinbell;Gible;Weepinbell
Prinplup;Floette;Floette
Ninetales;Magnezone;Ninetales
Riolu;Bayleef;Bayleef
Meloetta Pirouette Forme;Gabite;Meloetta Pirouette Forme
Bastiodon;Raichu;Raichu
Hydreigon;Exeggcute;Hydreigon
Sentret;Donphan;Donphan
Cleffa;Aerodactyl;Aerodactyl
Druddigon;Combusken;Combusken
Machamp;Solosis;Machamp
Gliscor;Mega Garchomp;Gliscor
Latios;Foongus;Latios
Beldum;Omastar;Omastar
Furfrou;Monferno;Furfrou
Registeel;Cradily;Registeel
Hoopa Unbound;Sealeo;Hoopa Unbound
Purrloin;Mr. Mime;Purrloin
Greninja;Mega Aggron;Greninja
Forretress;Nidorina;Nidorina
Simisear;Abra;Simisear
Shaymin Sky Forme;Ho-oh;Shaymin Sky Forme
Clefairy;Mega Charizard Y;Mega Charizard Y
Mega Manectric;Shelgon;Mega Manectric
Shedinja;Empoleon;Empoleon
Seismitoad;Victini;Victini
Misdreavus;Deerling;Deerling
Snivy;Riolu;Snivy
Leavanny;Lanturn;Leavanny
Liepard;Scatterbug;Liepard
Arceus;Buizel;Arceus
Florges;Cobalion;Cobalion
Registeel;Burmy;Registeel
Taillow;Skuntank;Taillow
Banette;Cresselia;Cresselia
Lumineon;Swadloon;Lumineon
Shellder;Jirachi;Jirachi
Illumise;Mandibuzz;Illumise
Galvantula;Greninja;Greninja
Lapras;Virizion;Virizion
Darkrai;Psyduck;Darkrai
Weezing;Baltoy;Weezing
Cobalion;Karrablast;Cobalion
Tornadus Incarnate Forme;Mega Audino;Tornadus Incarnate Forme
Hitmonchan;Doublade;Doublade
Gastly;Herdier;Herdier
Pidgey;Yamask;Yamask
Igglybuff;Vanillite;Vanillite
Shelmet;Glaceon;Glaceon
Mareep;Avalugg;Mareep
Landorus Therian Forme;Sunkern;Landorus Therian Forme
Aegislash Blade Forme;Mega Ampharos;Aegislash Blade Forme
Clauncher;Porygon2;Porygon2
Chikorita;Hypno;Hypno
Rhyperior;Litleo;Rhyperior
Machop;Bellsprout;Bellsprout
Empoleon;Zapdos;Zapdos
Bunnelby;Doduo;Doduo
Shuckle;Zangoose;Zangoose
Shelgon;Mareep;Shelgon
Mega Steelix;Walrein;Walrein
Lunatone;Mega Altaria;Mega Altaria
Throh;Dratini;Dratini
Duskull;Mega Garchomp;Mega Garchomp
Mega Charizard X;Hypno;Mega Charizard X
Heracross;Aromatisse;Heracross
Natu;Budew;Natu
Typhlosion;Bergmite;Typhlosion
Caterpie;Hoothoot;Hoothoot
Mankey;Froslass;Froslass
Kyogre;Greninja;Greninja
Metapod;Kyurem;Kyurem
Slakoth;Croagunk;Croagunk
Dragalge;Gible;Dragalge
Drifblim;Palkia;Palkia
Accelgor;Bastiodon;Accelgor
Walrein;Gible;Walrein
Pidove;Bayleef;Bayleef
Seviper;Metapod;Seviper
Mudkip;Chikorita;Chikorita
Luxio;Milotic;Milotic
Staravia;Slaking;Slaking
Aromatisse;Paras;Aromatisse
Sceptile;Mudkip;Sceptile
Medicham;Skuntank;Skuntank
Feraligatr;Bronzong;Feraligatr
Mega Charizard X;Clawitzer;Mega Charizard X
Wurmple;Prinplup;Prinplup
Minun;Carvanha;Minun
Eelektrik;Tranquill;Tranquill
Aerodactyl;Axew;Aerodactyl
Relicanth;Joltik;Joltik
Poochyena;Noivern;Noivern
Mewtwo;Magby;Mewtwo
Whiscash;Igglybuff;Whiscash
Donphan;Unfezant;Unfezant
Flaaffy;Muk;Muk
Binacle;Ralts;Binacle
Spearow;Klinklang;Klinklang
Psyduck;Bisharp;Bisharp
Kricketune;Granbull;Kricketune
Garchomp;63;Garchomp
Cobalion;Tranquill;Cobalion
Hypno;Bidoof;Hypno
Heatran;Gourgeist Large Size;Heatran
Smeargle;Gengar;Gengar
Cloyster;Metapod;Cloyster
Mismagius;Baltoy;Mismagius
Ledyba;Gorebyss;Ledyba
Amaura;Mega Sharpedo;Mega Sharpedo
Nidorina;Regice;Nidorina
Magcargo;Pawniard;Pawniard
Dunsparce;Magnemite;Magnemite
Mega Absol;Kabuto;Mega Absol
Tympole;Mega Gallade;Mega Gallade
Whimsicott;Gardevoir;Whimsicott
Sudowoodo;Mesprit;Mesprit
Diggersby;Musharna;Diggersby
Dustox;Mega Salamence;Mega Salamence
Pinsir;Trevenant;Pinsir
Froakie;Cinccino;Cinccino
Nidoran♂;Staraptor;Staraptor
Eevee;Chikorita;Eevee
Florges;Hoopa Unbound;Hoopa Unbound
Bibarel;Bronzong;Bibarel
Herdier;Avalugg;Herdier
Flareon;Golett;Golett
Mega Charizard X;Alomomola;Mega Charizard X
Wash Rotom;Gorebyss;Wash Rotom
Walrein;Froakie;Froakie
Persian;Shelmet;Persian
DeoxysAttack Forme;Musharna;DeoxysAttack Forme
Oddish;Pawniard;Pawniard
Mewtwo;Mega Medicham;Mewtwo
Azelf;Zigzagoon;Azelf
Scatterbug;Deoxys Speed Forme;Deoxys Speed Forme
Zubat;Wurmple;Zubat
Amaura;Aggron;Aggron
Ninjask;Swampert;Ninjask
Ho-oh;Bonsly;Ho-oh
Phione;Celebi;Celebi
